name,asn,peeringdb,manrs,noc,rpki,IRR,traffic_ratio,traffic_volume,pni_volume,routing_practice,no_customer,no_customer_of_customer,min_transit_customer_req,consistent_routes,paid_peering,info_type,policy_general,fac_count,info_ratio,policy_ratio,info_scope,ix_count,never_via_rs,info_traffic,policy_contracts,info_prefixes6,info_prefixes4
xTom Tokyo Legacy AS43959,AS43959,1,0,1,0,1,1.0,,,,0,0,-,0,0,,selective,0,Balanced,0,Asia Pacific,0,0,6,not-required,1000,1000
Cleura AS42695,AS42695,0,0,1,1,1,1.0,,,,0,0,-,0,0,NSP,open,9,Mostly Outbound,0,Global,4,0,18,not-required,100,250
NetDev Network AS216333,AS216333,1,0,1,1,0,1.0,,,,0,0,-,0,0,NSP,open,1,Balanced,0,Europe,3,0,3,not-required,20,2
femsci AS48436,AS48436,1,0,1,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,,0,0,18,not-required,8000,5
Fiber Telecom (FT) AS41327,AS41327,1,1,0,1,1,,,,,0,0,-,1,0,NSP,selective,19,Balanced,1,Europe,29,0,8,not-required,400,2000
Klara Modin AS209075,AS209075,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,,2,0,18,not-required,1,0
Pomona Consulting AS398223 AS398223,AS398223,1,0,1,1,1,1.0,,,,0,0,-,0,0,,open,1,Balanced,0,North America,3,0,3,not-required,500,50
SYSTEM36 AS59678,AS59678,1,0,0,1,0,1.0,,,,0,0,-,0,0,Content,open,1,Balanced,0,Global,2,0,2,not-required,100,100
Stay Connected AS61397,AS61397,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Mostly Inbound,0,Europe,2,0,4,not-required,2,5
Sun Network Company AS328543,AS328543,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,4,Mostly Outbound,0,Global,4,0,5,not-required,0,0
Comcast - Denver AS33652,AS33652,0,0,1,0,0,,,,,0,0,-,0,1,Cable/DSL/ISP,restrictive,1,,1,Regional,0,0,18,required,0,0
MEGADATA-ISP AS136873,AS136873,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,6,Mostly Inbound,1,Asia Pacific,6,0,8,required,4,23
Ranks ITT AS23991,AS23991,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,0,Balanced,0,Asia Pacific,2,0,5,not-required,48,20
Verizon - Asia-Pac AS703,AS703,0,0,0,0,0,,1.5,,shortest-exit,0,0,-,1,0,NSP,selective,6,Balanced,1,Asia Pacific,13,0,18,required,500,1000
netcup GmbH AS197540,AS197540,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,,2,Mostly Outbound,0,Europe,0,0,18,not-required,50,250
Clearfly Communications AS27400,AS27400,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,Balanced,0,North America,2,0,18,not-required,1,8
SERVERD AS62000,AS62000,1,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,10,Heavy Outbound,0,Global,4,0,7,not-required,50,100
MyHostingSpace AS48070,AS48070,0,0,0,0,0,1.0,,,,0,0,-,0,0,Network Services,open,3,Mostly Inbound,0,Europe,2,0,4,not-required,400,200
Siti Cable Network Limited AS17747,AS17747,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,7,Mostly Inbound,0,Regional,2,0,8,required,900,18000
Stellar Technologies Inc. AS14525,AS14525,1,0,0,1,1,1.0,,,,0,0,-,0,0,NSP,open,4,Balanced,0,Global,3,0,3,not-required,8,16
NET MEGA LINK TELECOM AS272176,AS272176,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Mostly Inbound,0,Regional,0,0,3,required,2000,0
AHPK TECHNOLOGIES PRIVATE LIMITED AS152129,AS152129,1,0,0,0,0,1.0,,,,0,0,-,0,0,Enterprise,open,2,,0,,1,0,18,not-required,10000,35000
Servperso Systems Transit ASN AS34872,AS34872,1,0,0,0,0,1.0,,,,0,0,-,0,0,Enterprise,open,3,Balanced,0,Europe,9,0,3,not-required,200,100
e-utp.net AS56662,AS56662,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,0,Balanced,0,Europe,11,0,1,not-required,100,0
HEAnet AS1213,AS1213,1,0,1,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,4,Mostly Inbound,0,Regional,3,0,7,not-required,10,30
186526 Network AS200536,AS200536,1,0,1,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Global,10,0,2,not-required,500,0
SupraNet Communications AS4150,AS4150,0,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,8,Mostly Inbound,0,North America,7,0,4,not-required,20,50
EKA SAPUTRA AS200240,AS200240,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Asia Pacific,1,0,2,not-required,100,10
wecode AS56951,AS56951,1,0,1,0,0,1.0,,1.0,,0,0,-,0,0,Content,open,2,Balanced,0,Europe,1,0,18,not-required,1,2
Centronet Data Indonesia AS138884,AS138884,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,6,,0,Asia Pacific,8,0,18,not-required,100,100
Constantine Evans AS208768,AS208768,1,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,Global,3,0,0,not-required,128,0
NYANET AS198342,AS198342,1,0,1,1,1,1.0,,,,0,0,-,0,0,,open,0,Balanced,0,Europe,0,0,1,not-required,180000,100
netsapiens AS397494,AS397494,1,0,0,0,1,1.0,,,,0,0,-,1,0,NSP,open,4,Balanced,0,Global,6,0,5,not-required,12,40
Seattle Community Network AS54429,AS54429,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,1,,0,,1,0,18,not-required,10,10
Nonattached Network AS57821,AS57821,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,1,Balanced,0,Europe,1,0,0,not-required,5,5
August Internet AS50058 AS50058,AS50058,0,0,0,0,0,1.0,,,,0,0,-,0,0,Network Services,open,2,Balanced,0,North America,5,0,7,not-required,2000,2000
KLab.sh - The Komputer Laboratory AS216311,AS216311,0,0,0,1,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Mostly Outbound,0,Europe,2,0,3,not-required,9,0
Guillaume Mazoyer AS201281,AS201281,1,0,1,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,2,Balanced,0,Europe,1,0,1,not-required,5,5
Misaka.io AnyCast DNS Network AS50069,AS50069,1,0,0,0,1,1.0,,,,0,0,-,0,0,Content,open,0,Mostly Outbound,0,Global,0,0,18,not-required,16,4
QUALITY TELECOMUNICAÇÃO AS266915,AS266915,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,1,0,6,not-required,5,5
Tom Siewert AS213392,AS213392,1,0,1,0,1,1.0,,,,0,0,-,0,0,,open,0,,0,Europe,2,0,1,not-required,10,10
TMTecnologia AS262593,AS262593,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,,0,Regional,0,0,4,not-required,0,8
Tidar Lintas Nusa AS134648,AS134648,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,1,Asia Pacific,2,0,2,required,100,100
FSF Tecnologia AS61568,AS61568,0,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,6,,0,South America,9,0,12,not-required,2000,5000
LAX Online AS397163,AS397163,1,0,0,0,1,1.0,,,,0,0,-,0,0,,selective,0,,0,,1,0,3,not-required,50000,250000
Alwyzon AS40994,AS40994,1,0,0,0,1,1.0,,,,0,0,-,0,0,Content,open,1,Mostly Outbound,0,Europe,4,0,6,not-required,50,100
godnet telecom AS61659,AS61659,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,1,0,5,not-required,50,50
Martins & Martins Telecom AS268944,AS268944,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,4,0,6,not-required,500,2000
Net Infinito Telecom AS61768,AS61768,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Regional,1,0,6,not-required,34,21
BAGE AS63150,AS63150,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,5,Balanced,0,Global,0,0,6,not-required,256,64
Linked Lakes AS398835,AS398835,1,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Balanced,0,Global,0,0,1,not-required,100,100
NETLI TELECOMUNICAÇÕES LTDA - ME AS264580,AS264580,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,South America,1,0,3,not-required,20,40
e-planning AS399668,AS399668,1,0,1,1,0,1.0,,,,0,0,-,0,0,Content,open,4,Balanced,0,Global,3,0,6,not-required,10,20
fiberONE.de AS200519,AS200519,0,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,0,,0,,0,0,18,not-required,0,0
INOVANET EMPREENDIMENTOS AS268959,AS268959,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Outbound,0,South America,0,0,4,not-required,32,1024
Laurie Fuchs AS204017,AS204017,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Mostly Inbound,0,Europe,1,0,1,not-required,1,0
GRAFNET TELECOM AS267429,AS267429,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Mostly Inbound,0,Regional,2,0,7,not-required,50,100
TELEFLASH AS43140,AS43140,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,2,Balanced,0,Europe,4,0,2,not-required,1,8
PT Metrosolusi Teknologi Indonesia AS141907,AS141907,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Mostly Inbound,0,Asia Pacific,6,0,3,not-required,1,2
stypr AS400671,AS400671,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Global,2,0,3,not-required,256,256
NTS Workspace AG AS39040 AS39040,AS39040,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,,0,Balanced,0,Europe,0,0,3,not-required,20,20
OpenCarrier eG AS41692,AS41692,0,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,5,Mostly Outbound,0,Europe,8,0,4,not-required,100,1000
Dimensione AS202870,AS202870,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Heavy Inbound,0,Europe,2,0,7,not-required,50,100
ORBE TELECOM AS265158,AS265158,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,Mostly Inbound,0,Regional,3,0,6,not-required,200,100
GTT Communications (AS5580) AS5580,AS5580,0,0,1,0,0,1.0,,,,0,0,1500,1,0,NSP,restrictive,0,Balanced,0,Global,0,0,18,private-only,1000,85000
Patrick Velder (Zurich) AS51786,AS51786,0,0,0,1,0,1.0,,,,0,0,-,0,0,Content,open,2,Balanced,0,Europe,4,0,2,not-required,10,10
Yuze Zhang AS142641,AS142641,0,0,0,0,0,1.0,,,,0,0,-,0,0,,open,0,Balanced,0,Regional,4,0,2,not-required,50,10
Alternative Enterprises (HK) AS150788,AS150788,1,0,1,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Balanced,0,Regional,0,0,0,not-required,10,5
Ade Angelin Mulya AS147076,AS147076,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,,3,0,3,not-required,0,100
Nexril AS13830,AS13830,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,open,1,Mostly Outbound,0,North America,1,0,18,not-required,250,250
Misaka.io @ Japan AS142616,AS142616,1,0,0,0,1,1.0,,,,0,0,-,0,0,,selective,1,,0,,0,0,18,not-required,0,0
Vorsk AS22296,AS22296,1,0,0,0,0,1.0,,,,0,0,-,0,0,,open,1,,0,North America,1,0,18,not-required,200,10
Boombas Carlo Medianet AS142331,AS142331,1,0,1,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,1,Asia Pacific,1,0,6,required,0,100
DOH Mullvad AS57138,AS57138,1,0,0,0,1,1.0,,,,0,0,-,0,0,Network Services,open,0,Balanced,0,Global,0,0,18,not-required,1,1
Norlys Fibernet AS39642,AS39642,1,0,1,0,1,,,,shortest-exit,0,0,-,0,0,Cable/DSL/ISP,selective,7,Mostly Inbound,1,Regional,9,0,12,not-required,50,250
WOLKEN AS210397,AS210397,1,0,1,0,1,1.0,,,,0,0,-,0,0,,open,0,,0,,2,0,1,not-required,16,0
alwaysdata AS60362,AS60362,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,open,1,Mostly Outbound,0,Europe,1,0,2,not-required,0,2
Liquid Telecom AS30844,AS30844,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,20,Mostly Inbound,0,Global,21,0,7,not-required,1000,5000
Speedbone GmbH AS15657,AS15657,1,0,0,0,1,1.0,,,,0,0,-,0,0,Content,open,1,Mostly Outbound,0,Europe,3,0,4,not-required,1,6
Sumber Data Indonesia AS56246 AS56246,AS56246,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,7,Mostly Inbound,0,Asia Pacific,2,0,8,not-required,1000,1000
Blix Solutions AS AS50304,AS50304,0,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,selective,32,Balanced,0,Europe,15,0,9,not-required,1000,5000
FENIX TELECOM AS268222,AS268222,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Regional,1,0,4,not-required,7,7
Cable Tica AS52228,AS52228,0,0,1,0,1,1.0,,,,0,0,-,0,0,,restrictive,0,,0,,1,0,11,not-required,100,1000
Not SURF Net AS1101,AS1101,0,0,0,0,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,,0,,3,0,18,not-required,10,25
Microsoft AS8068 AS8068,AS8068,1,0,1,0,1,1.0,,,,0,0,-,1,0,Content,selective,0,Mostly Outbound,0,Global,0,0,18,private-only,10,10
Quonix Networks AS17185,AS17185,1,0,0,0,1,1.0,,,,0,0,-,1,0,NSP,open,1,Balanced,0,North America,0,0,3,not-required,50,50
TENNET TELECOM AS39543,AS39543,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,5,Balanced,0,Europe,2,0,4,not-required,10,200
Binary Racks AS59895,AS59895,1,0,1,0,0,1.0,,,,0,0,-,0,0,Content,open,1,Balanced,0,Global,2,0,5,not-required,25,100
TWD2 Education and Research Network AS209300,AS209300,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,,0,,1,0,18,not-required,3,0
Abaclouda AS56987,AS56987,1,1,0,0,1,1.0,,,,0,0,-,0,0,NSP,open,7,Balanced,0,Europe,6,0,7,not-required,50,50
Vimitel Network AS139547,AS139547,0,0,0,0,0,1.0,,,,0,0,-,0,0,Enterprise,selective,2,Balanced,0,Asia Pacific,2,0,6,not-required,5000,5000
SAIONARA FERNANDES DA SILVA AS269375,AS269375,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,0,,0,,0,0,18,not-required,0,0
PT Juli Digital Nusantara AS150262,AS150262,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,1,Balanced,0,Asia Pacific,2,0,2,not-required,100,100
Edgio - AS26506 - OpenEdge AS26506,AS26506,0,0,0,0,0,1.0,,,,0,0,-,1,0,Content,selective,2,,0,Global,4,0,18,not-required,0,0
Azion Technologies AS52580,AS52580,1,0,0,0,1,1.0,,,,0,0,-,0,0,Content,selective,42,Heavy Outbound,0,Global,12,0,14,private-only,500,500
ToscanaTLC AS57913,AS57913,1,0,1,1,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,Europe,1,0,18,not-required,10,10
Capti Networks Pty Ltd AS142125,AS142125,0,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,6,,0,Australia,1,0,18,not-required,1,2
Arcdigital AS215971,AS215971,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Global,5,0,0,not-required,50,5
Hoyos Consulting AS53597,AS53597,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,14,Balanced,0,Regional,12,0,9,not-required,100,1000
Serverius AS50673,AS50673,1,0,1,0,0,,,,,0,0,-,1,0,Enterprise,selective,9,Balanced,1,Europe,5,0,11,not-required,1000,3000
Hawk Teknologi Solusi AS45786,AS45786,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,5,Balanced,0,Asia Pacific,5,0,3,not-required,100,500
Webhosting24 GmbH AS202401,AS202401,1,0,1,0,1,1.0,,,,0,0,-,0,0,Content,open,1,Mostly Outbound,0,Europe,0,0,5,not-required,1,1
ISP Solutions SA AS34146,AS34146,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,2,Balanced,0,Europe,0,0,2,not-required,3,50
obe.net AS3399,AS3399,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,selective,20,Balanced,0,Europe,23,0,11,not-required,200,500
Wifikita AS140479,AS140479,0,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,3,,0,Regional,5,0,4,not-required,2000,2000
CORESYSTEM AS42369,AS42369,1,0,0,0,1,1.0,,,,0,0,-,0,0,NSP,selective,1,Balanced,0,Global,2,0,2,not-required,50,100
AL HUTAIB NETSOL AS141862,AS141862,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,Regional,1,0,3,not-required,0,512
Comcast AS7922,AS7922,0,0,1,0,0,,,,,0,0,-,0,1,Cable/DSL/ISP,selective,26,Balanced,1,North America,0,0,12,required,20000,50000
PT Arta Teletama Teknologi AS152394,AS152394,1,0,0,0,1,,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,1,Asia Pacific,0,0,2,required,1,3
RIPE NCC K-Root Operations AS25152,AS25152,0,0,0,0,1,1.0,,,,0,0,-,0,0,Non-Profit,open,0,Balanced,0,Global,55,0,0,not-required,5,5
andrewnet AS1003,AS1003,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,2,Balanced,0,North America,5,0,3,not-required,300,10
Digital Workspaces AS397165,AS397165,1,0,0,0,1,1.0,,,,0,0,-,0,0,,selective,0,Mostly Inbound,0,,1,0,18,not-required,50000,250000
Haruue Network Limited AS146950,AS146950,1,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,selective,0,Mostly Inbound,0,Asia Pacific,1,0,2,not-required,20,0
Sify Technologies Limited AS9583,AS9583,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,65,Balanced,0,Global,18,0,11,required,2000,10000
Dailymotion USA AS393269,AS393269,1,0,1,0,1,1.0,,,,0,0,-,0,0,Content,open,3,Heavy Outbound,0,North America,0,0,10,not-required,1,10
Wikimedia Foundation AS14907,AS14907,0,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,8,Heavy Outbound,0,Global,13,0,7,not-required,20,20
HighSpeed Office AS39326,AS39326,0,0,0,0,1,1.0,,0.1,,0,0,-,0,0,NSP,selective,34,Balanced,0,Europe,13,1,18,not-required,100,500
Akardam Networks AS400919,AS400919,1,0,0,0,1,1.0,,,,0,0,-,0,0,Content,open,1,,0,,1,0,1,not-required,8,2
Sami Yessou AS211480,AS211480,0,0,0,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Heavy Outbound,0,Europe,2,0,1,not-required,2,0
TNS CHILE AS267748,AS267748,0,0,1,0,0,1.0,,,,0,0,-,0,0,Enterprise,open,0,Balanced,0,Global,1,0,2,not-required,0,0
Florian Bauer AS210833,AS210833,1,0,1,0,1,1.0,,,,0,0,-,0,0,,open,0,,0,,4,0,1,not-required,1,0
Moritz Woermann AS213127,AS213127,1,0,0,0,0,1.0,,,,0,0,-,0,0,Non-Profit,open,1,Mostly Inbound,0,Europe,2,0,18,not-required,1,0
Vinters AS62217,AS62217,0,0,0,0,0,1.0,,,,0,0,-,0,0,Enterprise,open,7,Balanced,0,Global,2,0,4,not-required,25,30
Hyper Group Network Ltd. AS216324,AS216324,1,0,1,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Mostly Outbound,0,Global,26,0,5,not-required,2000,100
DTS New Zealand Limited AS24183,AS24183,1,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Mostly Inbound,0,Australia,5,0,3,not-required,5,40
Interjet India AS141552,AS141552,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,,0,,1,0,18,required,1,2
SFR Business Team AS12566,AS12566,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,selective,0,Balanced,0,Regional,0,0,18,private-only,2,30
WebEx Communications AS13445,AS13445,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,selective,12,Mostly Outbound,0,Global,17,0,18,not-required,50,500
Nepustil AS33843 AS33843,AS33843,0,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,5,Mostly Outbound,0,Regional,2,0,3,not-required,30,80
VAIMO AS329042,AS329042,1,0,1,0,0,1.0,,1.0,,0,0,-,0,0,Network Services,open,1,,0,Africa,1,0,18,not-required,0,512
Wavemax Internet AS263129,AS263129,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,,0,South America,2,0,6,not-required,10,20
PEMERINTAH KABUPATEN SOPPENG AS141058,AS141058,1,0,0,1,1,1.0,,,,0,0,-,0,0,Government,open,0,,0,Asia Pacific,0,0,3,not-required,15,3
WiscNet AS2381,AS2381,1,0,0,0,0,1.0,,,,1,0,-,0,0,Educational/Research,open,7,Mostly Inbound,0,Regional,5,0,9,not-required,150,1500
Sumber Data Indonesia AS58389 AS58389,AS58389,1,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,1,Mostly Inbound,0,Regional,0,0,7,not-required,150,3000
Vodafone Libertel B.V. AS33915,AS33915,0,0,0,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,restrictive,9,Mostly Inbound,0,Europe,1,0,7,not-required,10,70
WEBCONEX AS211448,AS211448,1,0,0,0,0,1.0,,,,0,0,-,0,0,Enterprise,open,3,,0,Europe,4,0,5,not-required,1000,1000
Neuronnexion AS9036,AS9036,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,7,Heavy Inbound,0,Regional,8,0,3,not-required,1,40
IPng Networks GmbH AS8298,AS8298,0,0,0,1,1,1.0,,,,1,0,-,0,0,Network Services,open,10,Balanced,0,Europe,25,0,3,not-required,500,350
Xtreme Networks - AS132870 AS132870,AS132870,1,0,0,0,0,1.0,,,,0,0,-,0,0,NSP,open,2,Mostly Inbound,0,Asia Pacific,0,0,3,not-required,2,2
"Misaka Network, Inc. (UK) AS58313",AS58313,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,0,,0,,0,0,18,not-required,300,100
NS-Global DNS AS398987,AS398987,1,0,0,0,1,1.0,,,,0,0,-,0,0,Content,selective,0,Balanced,0,Global,0,0,1,not-required,2,2
BZSOLUTIONS AS209408,AS209408,1,0,0,0,1,1.0,,,,0,0,-,0,0,,open,0,Balanced,0,Global,1,0,18,not-required,16,8
Core Mediatech (D-NET) AS9794,AS9794,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Asia Pacific,5,0,3,not-required,100,100
"OzarksGo, LLC AS395662",AS395662,0,0,1,0,1,1.0,,,,0,0,-,0,0,NSP,open,3,Mostly Inbound,0,Regional,2,0,18,not-required,10,50
HOSTOWEB AS37738,AS37738,1,0,0,0,1,1.0,,,,0,0,-,0,0,Network Services,open,3,Balanced,0,Africa,4,0,10,not-required,250,250
SysEleven R&D AS43902,AS43902,1,0,1,1,1,1.0,,25.0,,0,0,-,0,0,Educational/Research,,0,,0,,0,0,2,not-required,10,10
XMAX TELECOM AS263126,AS263126,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,0,Balanced,0,South America,1,0,4,not-required,0,0
Advanced Micro Defence Technologies Ltd. AS47326,AS47326,1,0,0,0,0,1.0,,,,0,0,-,0,0,Enterprise,open,5,Heavy Outbound,0,Europe,3,0,5,not-required,100,100
Metronet AS262262,AS262262,1,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,selective,0,,0,Global,3,0,7,not-required,1,28
AS44574 Networks AS44574,AS44574,0,0,0,0,0,1.0,,,,0,0,-,0,0,Content,open,3,Balanced,0,Europe,0,0,3,not-required,2,34
ACT Communications AS141618,AS141618,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Balanced,0,Asia Pacific,6,0,9,not-required,100,100
RCN AS6079,AS6079,0,0,1,0,1,1.0,,,closest-exit,0,0,-,0,0,Cable/DSL/ISP,selective,14,Mostly Inbound,0,North America,7,1,12,private-only,125,2500
Anze Jensterle AS211776,AS211776,1,0,1,0,0,1.0,,,,0,0,-,0,0,Educational/Research,open,0,Balanced,0,Europe,2,0,2,not-required,30,10
CampoNet AS271203,AS271203,1,0,0,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,2,Mostly Inbound,0,Regional,1,0,6,not-required,3,7
EdgeUno International AS64124,AS64124,0,0,0,0,0,1.0,,,,0,0,32,0,0,Content,restrictive,0,Heavy Outbound,0,Global,2,0,12,not-required,3000,15000
Rochester Telephone Company AS393227,AS393227,1,0,1,0,0,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,4,Heavy Inbound,0,Regional,1,0,6,not-required,10,100
NetOne NL AS200132,AS200132,1,0,0,1,1,1.0,,,,0,0,-,0,0,Educational/Research,open,1,Balanced,0,Global,7,0,2,not-required,200,100
TELENUSA AS147142,AS147142,1,0,1,0,1,1.0,,,,0,0,-,0,0,Cable/DSL/ISP,open,1,Mostly Inbound,0,Asia Pacific,0,0,3,not-required,0,512
GTT Communications (AS4589) AS4589,AS4589,0,0,1,0,0,,,,,0,0,1500,1,0,Cable/DSL/ISP,,0,Balanced,1,Global,0,0,18,required,50,1000
